Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
0399_swim_goggles,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/11_175e67da-5f06-4ff5-9a0c-31af5c48cc88.jpg?v=1737634424,11,Anti-fog goggles with adjustable nose and ear plugs,,,,,,,,,,,,,,,,,,,,,,
wall-mounted-foldable-wash-basin-storage-rack-with-self-adhesive-sticker,Wall-Mounted Foldable Wash Basin Storage Rack with Self-Adhesive Sticker,"<p><strong>Wall Mounted Foldable Wash Basin Storage Rack Shelf Holder Self Adhesive with sticker</strong></p>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li>
<span>This is a storage rack for bathroom and kitchen. It is multifunctional.</span><br>
</li>
<li><span>If you use it in your kitchen, it can hold pot cover, slice, spoon, etc.<br></span></li>
<li><span>If you use it in your bathroom, it can hold the washbasin, bath ball, brush and so on.<br></span></li>
<li><span>It can help you save space. Makes your life more convenient.</span></li>
</ul>
<p><span><strong>Specifications:</strong><br>Dimension: 25 x 6 x 7cm<br>Material: ABS + Steel</span></p>
<p><span><strong>Package Included:</strong><br></span></p>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span>1x Wash Basin Storage</span></li>
<li><span>1x Big Sticker</span></li>
<li><span>4 x plastic hook</span></li>
</ul>
<p><span data-mce-fragment=""1""><strong>Dimension :- </strong></span></p>
<p><span data-mce-fragment=""1"">         Volu. Weight (Gm) :- 842<br><br>        Product Weight (Gm) :- 363<br><br>        Ship Weight (Gm) :- 842<br><br>        Length (Cm) :- 27<br><br>        Breadth (Cm) :- 26<br><br>       Height (Cm) :- 6</span></p>
<p><span><br></span></p>
<p> </p>",Shoppinest,Home & Garden > Bathroom Accessories > Bathroom Accessory Sets,Home & Kitchen,"Bathroom Accessories, brown box pack, China, Home Essentials, Kitchen, one time lot product, storage, Storage rack, wall, wall mount, wallpaper sticker",TRUE,Title,Default Title,,,,,,,,7660_cnp_folding_basin_frame,842,shopify,deny,manual,286,299,TRUE,TRUE,7660_cnp_folding_basin_frame,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/02_3dd942d5-9973-438d-a8e7-604e8152c51b.jpg?v=1737634425,1,Foldable wash basin rack in white,FALSE,7660 Wall Mounted Foldable Wash Basin Storage Rack,Wall Mounted Foldable Wash Basin Storage Rack Shelf Holder Self Adhesive with sticker This is a storage rack for bathroom and kitchen. - B&T Kustom Designs,6858,,,,,,,,,,,,g,,,TRUE,,,active
wall-mounted-foldable-wash-basin-storage-rack-with-self-adhesive-sticker,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/01_2f220f59-1f52-4f90-9714-39e8385c8905.jpg?v=1737634426,2,Wall mounted wash basin rack in use,,,,,,,,,,,,,,,,,,,,,,
wall-mounted-foldable-wash-basin-storage-rack-with-self-adhesive-sticker,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/04_a79cf6ff-39f7-4412-b22f-661e84642821.jpg?v=1737634426,3,Side view of foldable wash basin rack,,,,,,,,,,,,,,,,,,,,,,
wall-mounted-foldable-wash-basin-storage-rack-with-self-adhesive-sticker,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/05_527c0a89-224a-4cd4-9896-301ce71f875b.jpg?v=1737634426,4,Wash basin rack with adhesive sticker,,,,,,,,,,,,,,,,,,,,,,
wall-mounted-foldable-wash-basin-storage-rack-with-self-adhesive-sticker,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/03_8e7b9009-e064-4b27-bb68-136d2a9dc30c.jpg?v=1737634426,5,Foldable storage rack close-up,,,,,,,,,,,,,,,,,,,,,,
wall-mounted-foldable-wash-basin-storage-rack-with-self-adhesive-sticker,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/2a8fa1d2-6ef1-44ec-b658-252e5ed9f298.jpg?v=1737634426,6,Wash basin rack installation guide,,,,,,,,,,,,,,,,,,,,,,
4602-learning-board-2in1-educational-pad-for-kids-musical-board-for-alphabet-abc-learning-toy-play-mat-drawing-with-one-doodle-pen,Learning Board 2in1 - Educational PAD for Kids Musical Board for Alphabet ABC Learning Toy Play Mat & Drawing with One Doodle Pen,"<p><strong>Learning Board 2in1 - Educational PAD for Kids Musical Board for Alphabet ABC Learning Toy Play Mat &amp; Drawing with One Doodle Pen </strong></p>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">Front learning can be used to learn alphabets corresponding with words and their spellings.</span></li>
<li><span class=""a-list-item"">Back side can be used to improve the imaginative sense of the baby by drawing with the doodle pen that comes along with the mat.</span></li>
<li><span class=""a-list-item"">Back side can be used to draw with doodle pen and can be wiped and reused again and again</span></li>
<li><span class=""a-list-item"">Comes along with 7 kinds of learning modes, 45 pieces of cognitive images and 3 songs.</span></li>
<li><span class=""a-list-item"">Includes Alphabets, Spelling, Words, Name of Weeks, Name of Months.</span></li>
</ul>
<p><span class=""a-list-item""><strong>Dimension :- </strong><br><br>           Volu. Weight (Gm) :- 1064<br><br>          Product Weight (Gm) :- 512<br><br>          Ship Weight (Gm) :- 1064<br><br>          Length (Cm) :- 35<br> <br>          Breadth (Cm) :- 38<br><br>          Height (Cm) :- 4<br></span></p>",Shoppinest,Toys & Games > Toys > Educational Toys,Toys & Games,"Birthday Gift, Card Packing, child, China, Education toys, gaming toys, kids, learning and education, Learning Toys, Toys & Games, Toys For Kids",TRUE,Title,Default Title,,,,,,,,4602_2in1_music_playmat,1000,shopify,deny,manual,896,999,TRUE,TRUE,4602_2in1_music_playmat,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/08_c0800827-40bc-4b35-9609-f749767c5568.jpg?v=1737634430,1,"Duck race track with toy ducks, lights, and music",FALSE,4602 Learning Board 2in1 - Educational PAD for Kids,Learning Board 2in1 - Educational PAD for Kids Musical Board for Alphabet ABC Learning Toy Play Mat &amp; Drawing with One Doodle - DeoDap,1262,,,,,,,,,,,,g,,,TRUE,,,active
4602-learning-board-2in1-educational-pad-for-kids-musical-board-for-alphabet-abc-learning-toy-play-mat-drawing-with-one-doodle-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/01_dfea21e9-720d-4bb5-af9c-28f72a2bf318.jpg?v=1737634430,2,Educational board with musical alphabet and drawing mat,,,,,,,,,,,,,,,,,,,,,,
4602-learning-board-2in1-educational-pad-for-kids-musical-board-for-alphabet-abc-learning-toy-play-mat-drawing-with-one-doodle-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/02_3723de64-9c84-409a-be96-bca774a43f0e.jpg?v=1737634430,3,"Kids learning pad with ABCs, music, and drawing features",,,,,,,,,,,,,,,,,,,,,,
4602-learning-board-2in1-educational-pad-for-kids-musical-board-for-alphabet-abc-learning-toy-play-mat-drawing-with-one-doodle-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/03_49f5cc8f-e279-4e89-b4bb-818e65649e23.jpg?v=1737634430,4,Educational pad with doodle pen and musical notes,,,,,,,,,,,,,,,,,,,,,,
4602-learning-board-2in1-educational-pad-for-kids-musical-board-for-alphabet-abc-learning-toy-play-mat-drawing-with-one-doodle-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/04_4547ef6d-7c10-43ce-9ac4-26de11791452.jpg?v=1737634430,5,2-in-1 learning board for ABC and drawing,,,,,,,,,,,,,,,,,,,,,,
4602-learning-board-2in1-educational-pad-for-kids-musical-board-for-alphabet-abc-learning-toy-play-mat-drawing-with-one-doodle-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/05_536b0b6b-6cdf-411e-883a-89ac8615a3fb.jpg?v=1737634430,6,Musical educational board for kids with doodle pen,,,,,,,,,,,,,,,,,,,,,,
4602-learning-board-2in1-educational-pad-for-kids-musical-board-for-alphabet-abc-learning-toy-play-mat-drawing-with-one-doodle-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/06_09119506-b8cd-434f-8ca6-5c83e494d119.jpg?v=1737634430,7,Alphabet learning pad with play mat and music,,,,,,,,,,,,,,,,,,,,,,
4602-learning-board-2in1-educational-pad-for-kids-musical-board-for-alphabet-abc-learning-toy-play-mat-drawing-with-one-doodle-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/09_5d13f6ff-7a26-4a0a-bd0d-316bbdb46339.jpg?v=1737634430,8,Educational toy board with musical and drawing features,,,,,,,,,,,,,,,,,,,,,,
4602-learning-board-2in1-educational-pad-for-kids-musical-board-for-alphabet-abc-learning-toy-play-mat-drawing-with-one-doodle-pen,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/07_606512a9-5ca5-4351-9472-73bec3bb6847.jpg?v=1737634431,9,Kids educational pad for learning and drawing,,,,,,,,,,,,,,,,,,,,,,
1257-multicolor-cartoon-design-baby-chair-with-metal-backrest-frame-sound-seated-soft-cushion-for-kids-toddlers-moq-4-pcs,Multicolor Cartoon Design Baby Chair with Metal Backrest Frame & Sound Seated Soft Cushion for kids & Toddlers (MOQ - 4 pcs),"<p><strong>Multicolor Cartoon Design Baby Chair with Metal Backrest Frame &amp; Sound Seated Soft Cushion for kids &amp; Toddlers (MOQ :-<span data-mce-fragment=""1""> </span>6 Pc<span data-mce-fragment=""1""> </span>)</strong></p>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">An ultra-essential pick for your active toddler, this chair will attract him into sitting on it.</span></li>
<li><span class=""a-list-item"">Cartoon print backrest and seat adds a fun touch to any room.</span></li>
<li><span class=""a-list-item"">Super comfortable plush foam padding makes it a cozy spot for kids to sit.</span></li>
<li><span class=""a-list-item"">Kids chair children seat yellow chair with metal frame and soft, comfortable (sponge layer)</span></li>
<li><span class=""a-list-item"">seat with cute designs,durable and strong</span></li>
<li><span class=""a-list-item"">Easy carry and high capacity</span></li>
<li><span class=""a-list-item""><span data-mce-fragment=""1"">Suitable for household</span></span></li>
<li><span class=""a-list-item""><span data-mce-fragment=""1"">We have the different color for your consideration.</span><br></span></li>
</ul>
<p><span class=""a-list-item""><strong>Dimension :- </strong><br><br> Volu. Weight (Gm) :- 7511<br><br> Product Weight (Gm) :- 741<br><br> Ship Weight (Gm) :- 7511<br><br> Length (Cm) :- 29<br> <br> Breadth (Cm) :- 35<br><br> Height (Cm) :- 37<br></span></p>",Shoppinest,,Baby Products,"Baby Care, Baby product, bulk_6, child, China, Loose, moq, Slow Sell, Toys For Kids",TRUE,Title,Default Title,,,,,,,,1257_kids_metal_chair,7511,shopify,deny,manual,668,1336,TRUE,TRUE,1257_kids_metal_chair,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/03_d5813b04-58e4-4528-bf14-8bd8a87c4098.jpg?v=1737634432,1,Cartoon baby chair with metal backrest and soft cushion,FALSE,,,,,,,,,,,,,,,g,,,TRUE,,,active
1257-multicolor-cartoon-design-baby-chair-with-metal-backrest-frame-sound-seated-soft-cushion-for-kids-toddlers-moq-4-pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/01_67cb314d-7d17-4a05-9230-493ecdfa1875.jpg?v=1737634432,2,Multicolor baby chair with sound and metal frame,,,,,,,,,,,,,,,,,,,,,,
1257-multicolor-cartoon-design-baby-chair-with-metal-backrest-frame-sound-seated-soft-cushion-for-kids-toddlers-moq-4-pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/02_4f07aa77-c947-4077-b0f8-61a6fc20cf91.jpg?v=1737634432,3,Kids chair with cartoon design and metal backrest,,,,,,,,,,,,,,,,,,,,,,
1257-multicolor-cartoon-design-baby-chair-with-metal-backrest-frame-sound-seated-soft-cushion-for-kids-toddlers-moq-4-pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/04_91f4d122-5b40-44b4-8375-f48a4936cd20.jpg?v=1737634432,4,Soft cushion baby chair with colorful cartoon design,,,,,,,,,,,,,,,,,,,,,,
1257-multicolor-cartoon-design-baby-chair-with-metal-backrest-frame-sound-seated-soft-cushion-for-kids-toddlers-moq-4-pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/05_a92ff918-5bf8-47cd-bf8c-1bc6d5739592.jpg?v=1737634432,5,Toddler chair with metal backrest and sound feature,,,,,,,,,,,,,,,,,,,,,,
4480-ducks-climb-stairs-toy-roller-coaster-electric-duck-chasing-race-track-set-fun-duck-stair-climbing-toy-with-flashing-lights-music-and-3-ducks-small-ducks-climbing-toys,Duck Climb Stairs Toy Roller Coaster with Flashing Lights & Music (3 Ducks),"<p><span data-mce-fragment=""""><strong>4480 </strong></span><strong><span id="""" class="""">Ducks Climb Stairs Toy Roller Coaster, Electric Duck Chasing Race Track Set, Fun Duck Stair Climbing Toy with Flashing Lights Music and 3 Ducks, Small Ducks Climbing Toys</span></strong></p>
<p><span data-mce-fragment=""""><br><strong>Description :- </strong><br></span></p>
<ul class="""">
<li><span class="""">Endurable Material: Made of ABS materials, the Duck Rollercoaster Toy is safe, reliable, and durable for kids to play with. In addition, the toy has round and smooth edges.<br><br></span></li>
<li><span class="""">Special Design: The Duck Roller Coaster Toy set comes with flashing LED lights and music (with on/off button). And the ducks will climb the stairs along with the music, then slide tracks.<br><br></span></li>
<li><span class="""">Good for the Baby Development: The Duck Race Track Toy is designed with music for babies and toddlers to develop their visual perception, color recognition, and hand-eye coordination.<br><br></span></li>
<li><span class="""">Easy Installation: The Small Ducks Climbing Toy is portable and can be taken anywhere after disassembly. The assembly is simple and after being assembled in order, kids can start playing.<br><br></span></li>
<li><span class="""">Great Present Choice: The Ducks Climb Stairs Toy can be used as an excellent present for children and babies at beginning of school season, birthday, Easter, Children's Day, etc.</span></li>
</ul>
<p><br></p>
<p><span data-mce-fragment=""""><strong>Dimension :-<br><br>  </strong>Volu. Weight (Gm) :- 640<br data-mce-fragment=""""><br data-mce-fragment="""">  Product Weight (Gm) :- 322<br data-mce-fragment=""""><br data-mce-fragment="""">  Ship Weight (Gm) :- 640<br data-mce-fragment=""""><br data-mce-fragment="""">  Length (Cm) :- 18<br data-mce-fragment=""""><br data-mce-fragment="""">  Breadth (Cm) :- 7<br data-mce-fragment=""""><br data-mce-fragment="""">  Height (Cm) :- 25<strong><br data-mce-fragment=""""></strong></span></p>
<p><br>*color of the product is subjective</p>",Shoppinest,Toys & Games > Toys > Play Vehicles > Toy Race Car & Track Sets,Toys & Games,"Birthday Gift, child, China, color box pack, Ducktoy, gaming toys, Gift, kids, Kids & Baby Essentials, Musical Toys, Roller Coaster, Toys & Games, Toys For Kids",TRUE,Title,Default Title,,,,,,,,4480_duck_climb_stairs_toy,640,shopify,deny,manual,520,999,TRUE,TRUE,4480_duck_climb_stairs_toy,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/02_189c4ebf-f4fb-463c-8283-e34b527b9ee8.jpg?v=1737634434,1,,FALSE,"4480  Ducks Climb Stairs Toy Roller Coaster, Electric","4480 Ducks Climb Stairs Toy Roller Coaster, Electric Duck Chasing Race Track Set, Fun Duck Stair Climbing Toy with Flashing Lights - DeoDap",3474,,,,,,,,,,,,g,,,TRUE,,,active
4480-ducks-climb-stairs-toy-roller-coaster-electric-duck-chasing-race-track-set-fun-duck-stair-climbing-toy-with-flashing-lights-music-and-3-ducks-small-ducks-climbing-toys,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/01_d61a5462-f97b-4cb4-ba3f-ae0f591cc8bd.jpg?v=1737634434,2,,,,,,,,,,,,,,,,,,,,,,,
4480-ducks-climb-stairs-toy-roller-coaster-electric-duck-chasing-race-track-set-fun-duck-stair-climbing-toy-with-flashing-lights-music-and-3-ducks-small-ducks-climbing-toys,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/06_ae5c2171-9976-476c-8173-29955470e327.jpg?v=1737634434,3,,,,,,,,,,,,,,,,,,,,,,,
4480-ducks-climb-stairs-toy-roller-coaster-electric-duck-chasing-race-track-set-fun-duck-stair-climbing-toy-with-flashing-lights-music-and-3-ducks-small-ducks-climbing-toys,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/09_f13945de-ec43-49c6-9f4a-eb5cc59b4cd5.jpg?v=1737634434,4,,,,,,,,,,,,,,,,,,,,,,,
4480-ducks-climb-stairs-toy-roller-coaster-electric-duck-chasing-race-track-set-fun-duck-stair-climbing-toy-with-flashing-lights-music-and-3-ducks-small-ducks-climbing-toys,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/08_37bfb738-3048-4e1c-9f44-5dfe9e5a93f7.jpg?v=1737634434,5,,,,,,,,,,,,,,,,,,,,,,,
4480-ducks-climb-stairs-toy-roller-coaster-electric-duck-chasing-race-track-set-fun-duck-stair-climbing-toy-with-flashing-lights-music-and-3-ducks-small-ducks-climbing-toys,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/03_cdfd708d-15b7-47c4-8c01-179a07e19c5c.jpg?v=1737634434,6,,,,,,,,,,,,,,,,,,,,,,,
4480-ducks-climb-stairs-toy-roller-coaster-electric-duck-chasing-race-track-set-fun-duck-stair-climbing-toy-with-flashing-lights-music-and-3-ducks-small-ducks-climbing-toys,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/04_a64b23bc-a9b7-4f51-bedc-2d59b214d7c1.jpg?v=1737634434,7,,,,,,,,,,,,,,,,,,,,,,,
4480-ducks-climb-stairs-toy-roller-coaster-electric-duck-chasing-race-track-set-fun-duck-stair-climbing-toy-with-flashing-lights-music-and-3-ducks-small-ducks-climbing-toys,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0782/3284/6646/files/64ca6532-1350-4d10-ac09-c183c6820e09.jpg?v=1737634434,8,,,,,,,,,,,,,,,,,,,,,,,
6469_jaguar_mobile_stand,"Jaguar Leopard Shape Plastic Phone Clip, Mobile Phone Holder For Car Use","<strong>6469 Jaguar Leopard Shape Plastic Phone Clip, Mobile Phone Holder For Car Use <br></strong><span data-mce-fragment=""1""><br><br><strong>Description :- </strong></span>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item"">Car mount for phone extended arm can be used with a 6.5-inch mobile phone, and the elasticity is moderate, which can stably support any mobile phone.<br><br></span></li>
<li><span class=""a-list-item"">The fully 360-degree rotating phone car mount gives you the best view, and can adjust the display angle of the mobile phone screen, and rotates left and right without restriction.<br><br></span></li>
<li><span class=""a-list-item"">The unique leopard print shape can be used as a phone car mount or decoration with a high-value appearance.<br><br></span></li>
<li><span class=""a-list-item"">A highly usable and beautiful mobile phone holder will add a more advanced visual experience to your car.<br><br></span></li>
<li><span class=""a-list-item"">An easy-to-install, sturdy, non-slip, and highly applicable auto parts.</span></li>
</ul>
<span data-mce-fragment=""1""><br><strong>Dimension :- <br><br></strong>            Volu. Weight (Gm) :- 253<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">            Product Weight (Gm) :- 107<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">           Ship Weight (Gm) :- 253<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">           Length (Cm) :- 15<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">           Breadth (Cm) :- 9<br data-mce-fragment=""1""> <br data-mce-fragment=""1"">          Height (Cm) :- 9<br data-mce-fragment=""1""><strong><br></strong></span>",Shoppinest,Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Stands,mobile accessories,"China, color box pack, Electronics, Mobile Holder & Stand, Mobiles Computers",TRUE,Title,Default Title,,,,,,,,6469_jaguar_mobile_stand,253,shopify,deny,manual,186,299,TRUE,TRUE,6469_jaguar_mobile_stand,https://cdn.shopify.com/s/files/1/0782/3284/6646/products/06_dd70765f-1d56-4bfb-b6f2-6bf803862176.jpg?v=1737634436,1,Learning board with musical and drawing elements,FALSE,"6469 Jaguar Leopard Shape Plastic Phone Clip, Mobile","6469 Jaguar Leopard Shape Plastic Phone Clip, Mobile Phone Holder For Car Use  Description :-  Car mount for phone extended arm - DeoDap",5566,,,,,,,,,,,,g,,,TRUE,,,active
